,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
1519,http://www.wikidata.org/entity/Q3918391,Lyceum of Belarusian State University,school,educational institution,1
1518,http://www.wikidata.org/entity/Q3918260,Minsk Theological Academy,seminary,not classified organisation,1
1517,http://www.wikidata.org/entity/Q3917342,First All-Belarusian Congress,congress,not classified organisation,1
1516,http://www.wikidata.org/entity/Q3917324,World Association of Belarusians,ethnic identity | international organization | medical check-up,not classified organisation,1
276,http://www.wikidata.org/entity/Q122351091,Q122351091,learned society | organization,learned society,1
277,http://www.wikidata.org/entity/Q1223616,Dietrich-Bonhoeffer-Gymnasium Wertheim,gymnasium | humanistic gymnasium | latin school | music college | q1981640,educational institution,1
278,http://www.wikidata.org/entity/Q122384664,Central Committee of the Communist Party of Germany,governing body,not classified organisation,1
1512,http://www.wikidata.org/entity/Q3887993,Delta State University,public educational institution of the united states | university,university,1
1511,http://www.wikidata.org/entity/Q384602,Ministry of Culture of France,ministry | ministry of culture | open-access publisher,company or gov. agency,1
1509,http://www.wikidata.org/entity/Q383342,Instituto Cubano del Arte y la Industria Cinematográficos,organization,not classified organisation,1
1508,http://www.wikidata.org/entity/Q38198797,Biblioteca Federiciana,conservation library | library of an italian territorial body | museum,scientific organisation,1
1522,http://www.wikidata.org/entity/Q392066,Zofingia,altherrenverein | schülerverbindung | studentenverbindung,not classified organisation,1
265,http://www.wikidata.org/entity/Q121031584,Q121031584,learned society,learned society,1
266,http://www.wikidata.org/entity/Q12114710,Kryvyi Rih State Pedagogical University,public university,public university,1
1560,http://www.wikidata.org/entity/Q4146913,Ion Creangă Pedagogical State University,university,university,1
1559,http://www.wikidata.org/entity/Q4146803,State Institute for Art Studies,research institute,research organisation,1
1558,http://www.wikidata.org/entity/Q4146774,State Archive of Lviv Oblast,state archives,not classified organisation,1
1557,http://www.wikidata.org/entity/Q4146770,State archive of Kyiv oblast,state archives,not classified organisation,1
1556,http://www.wikidata.org/entity/Q4146762,Derz︠h︡avnyĭ arkhiv Dnipropetrovsʹkoï oblasti,state archives,not classified organisation,1
1555,http://www.wikidata.org/entity/Q4146599,Q4146599,organ of state,not classified organisation,1
267,http://www.wikidata.org/entity/Q12123290,Mykolaiv Regional Universal Scientific Library,library,not classified organisation,1
268,http://www.wikidata.org/entity/Q12134830,Photoclub Ob'ektiv from Donetsk,art society | photo club,learned society,1
269,http://www.wikidata.org/entity/Q12149398,Q12149398,newspaper,not classified organisation,1
1551,http://www.wikidata.org/entity/Q414009,"Academy of Fine Arts, Prague",academy of fine arts | czech research institution | publishing company | university building,university,1
1535,http://www.wikidata.org/entity/Q4059259,Hetman Petro Sahaidachnyi National Army Academy,university,university,1
1549,http://www.wikidata.org/entity/Q4127570,Russian National Society for the Preservation of Heritage,organization | public association,not classified organisation,1
1548,http://www.wikidata.org/entity/Q4126647,Faculty of Oriental Studies of the St. Petersburg University,faculty,university,1
270,http://www.wikidata.org/entity/Q12157207,"44 Shevchenka Street, Ivano-Frankivsk",gymnasium,educational institution,1
1546,http://www.wikidata.org/entity/Q4112357,Q4112357,archive,not classified organisation,1
271,http://www.wikidata.org/entity/Q12158687,Sumy State A.S.Makarenko Pedagogical University,university,university,1
1544,http://www.wikidata.org/entity/Q4111610,Vinnytsia State Pedagogical University,university,university,1
1543,http://www.wikidata.org/entity/Q4111158,Vilna Theological Seminary,seminary,not classified organisation,1
1542,http://www.wikidata.org/entity/Q4111155,Q4111155,organization,not classified organisation,1
1541,http://www.wikidata.org/entity/Q4109056,5th Verkhovna Rada,legislative term,not classified organisation,1
1540,http://www.wikidata.org/entity/Q4109055,4th Verkhovna Rada,legislative term,not classified organisation,1
1538,http://www.wikidata.org/entity/Q40980671,Metropolitan Seminary of Valencia,catholic seminary | religious building,not classified organisation,1
272,http://www.wikidata.org/entity/Q12168433,Central State Archive-Museum of Literature and Art of Ukraine,literary archive | museum,scientific organisation,1
1536,http://www.wikidata.org/entity/Q4061451,Imperial Alexander Lyceum,educational institution,educational institution,1
1550,http://www.wikidata.org/entity/Q4129789,Higher Women's Courses,educational institution,educational institution,1
1477,http://www.wikidata.org/entity/Q3639560,Biblioteca comunale Augusta,archive | conservation library | library of an italian territorial body,not classified organisation,1
291,http://www.wikidata.org/entity/Q12310696,Danish Council on Ethics,ethics council,not classified organisation,1
292,http://www.wikidata.org/entity/Q12312796,Frederiksborg Gymnasium og HF,gymnasium,educational institution,1
293,http://www.wikidata.org/entity/Q12315780,Q12315780,gymnasium,educational institution,1
295,http://www.wikidata.org/entity/Q12317258,Horsens Statsskole,gymnasium,educational institution,1
297,http://www.wikidata.org/entity/Q123221361,Amis des archives de la Haute-Garonne,archive association | association,not classified organisation,1
298,http://www.wikidata.org/entity/Q123221422,Amis des archives des Landes,medical check-up,not classified organisation,1
1469,http://www.wikidata.org/entity/Q3579473,Perrin,book publisher,company or gov. agency,1
300,http://www.wikidata.org/entity/Q12323654,Landsarkivet for Nørrejylland,archive | building,not classified organisation,1
1465,http://www.wikidata.org/entity/Q3560910,Highgate School,independent school,educational institution,1
1464,http://www.wikidata.org/entity/Q3558736,Villa St. Jean International School,boarding school,educational institution,1
1463,http://www.wikidata.org/entity/Q3551621,University of Lille,public research university | university in france,university,1
280,http://www.wikidata.org/entity/Q1227526,St Paul's School,boarding school | boys' school | independent school,educational institution,1
1461,http://www.wikidata.org/entity/Q3551557,Vologda State Pedagogical University,defunct organization | educational institution,educational institution,1
1460,http://www.wikidata.org/entity/Q3551411,Université Gaston Berger,public university,public university,1
1459,http://www.wikidata.org/entity/Q3547145,Birmingham City University,educational organization | higher education institution | public university | university,public university,1
1458,http://www.wikidata.org/entity/Q354333,Silesian University in Opava,czech research institution | university,university,1
1457,http://www.wikidata.org/entity/Q3497081,Biełarus,newspaper,not classified organisation,1
1456,http://www.wikidata.org/entity/Q3496367,Q3496367,training course,not classified organisation,1
1455,http://www.wikidata.org/entity/Q3496196,The Prime Movers,musical group,not classified organisation,1
303,http://www.wikidata.org/entity/Q12326199,Marselisborg Gymnasium,gymnasium,educational institution,1
1453,http://www.wikidata.org/entity/Q3488667,Q3488667,learned society,learned society,1
304,http://www.wikidata.org/entity/Q12329874,Odense Katedralskole,gymnasium,educational institution,1
1451,http://www.wikidata.org/entity/Q3488615,French Prehistoric Society,learned society,learned society,1
1450,http://www.wikidata.org/entity/Q3488593,Polymathic Society of Morbihan,learned society,learned society,1
305,http://www.wikidata.org/entity/Q12332836,Randers Statsskole,gymnasium,educational institution,1
302,http://www.wikidata.org/entity/Q12325247,Q12325247,gymnasium,educational institution,1
1506,http://www.wikidata.org/entity/Q379406,Dictionary of Swedish National Biography,online database | series | written work,not classified organisation,1
281,http://www.wikidata.org/entity/Q12279299,Archives State Agency,government agency in bulgaria | national archives,company or gov. agency,1
1504,http://www.wikidata.org/entity/Q377757,Rhodes University,public research university | university,university,1
1503,http://www.wikidata.org/entity/Q3776182,Kashubian-Pomeranian Association,voluntary association,not classified organisation,1
1502,http://www.wikidata.org/entity/Q3775604,Academy of Sciences of Lisbon,academy of sciences | language regulator,academy of sciences,1
1501,http://www.wikidata.org/entity/Q3773976,Madrid City Council,ayuntamiento,not classified organisation,1
282,http://www.wikidata.org/entity/Q122841174,Royal Catholic State Grammar School in Ungvar,gymnasium | religious school,educational institution,1
1499,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London",constituent college | educational organization | higher education institution | public research university,university,1
1498,http://www.wikidata.org/entity/Q37548,Northeastern University,private not-for-profit educational institution | university,university,1
1497,http://www.wikidata.org/entity/Q374686,Czech Academy of Sciences,academy of sciences,academy of sciences,1
